date,timestamp,open,high,low,close,volume,Euphoria,FUD,Anger,Confusion,Euphoria_SMA7,FUD_SMA7,Anger_SMA7,Confusion_SMA7,Net_Sentiment,Euphoria_Z,FUD_Z,Anger_Z,Confusion_Z,Panic_Index,Net_Sentiment_Percentile,Regime
2023-01-26,1674691200000,23060.42,23282.47,22850.01,23009.65,288924.43581,0.0338733840618563,0.0129651114388555,0.0084136168410622,0.0466800522306584,0.034729389028282,0.0100129546155974,0.0193751651151354,0.0375177339994219,0.0247164344126846,-1.1490034913731062,-1.5788164502904367,0.2814970259874823,1.139231008346891,-0.9919886425779741,0.3,Neutral
2023-01-27,1674777600000,23009.65,23500.0,22534.88,23074.16,280833.86315,0.1107201591657939,0.0162397354229445,0.0212918830237564,0.0369804770716654,0.0423046249052969,0.011916064151843,0.0215436689999997,0.0351578756606786,0.0303885607534539,-0.44154780952102574,-1.0469221914493556,0.8235949589737921,0.7254755272260042,-0.21948565638791556,0.5714285714285714,Neutral
2023-01-28,1674864000000,23074.16,23189.0,22878.46,23022.6,148115.71085,0.0258303467808824,0.0064569476814539,0.0116882845149423,0.0333711557415274,0.0447132112403258,0.0109985507065175,0.0172027222180379,0.0355412189216145,0.0337146605338083,-0.21109831152049913,-1.2014184070300222,-0.3314260373245329,0.76047723074585,-1.1659130415496899,0.6818181818181818,Neutral
2023-01-29,1674950400000,23021.4,23960.54,22967.76,23742.3,295688.79204,0.0666229909322282,0.0641623949089989,0.0129369762215597,0.0209076186926418,0.0525762293764273,0.0197112673256187,0.0180855298564329,0.0331541363397696,0.032864962050808605,0.5274605755448544,0.8997336847473428,-0.08776191981961326,0.35266295728187746,0.6461995892519315,0.6521739130434783,Neutral
2023-01-30,1675036800000,23743.37,23800.51,22500.0,22826.15,302405.90121,0.0125616092408259,0.0146952241583675,0.0170044439337894,0.0196182580366439,0.0446586245151722,0.0214985726598439,0.0181883930770708,0.0340682997016084,0.0231600518553283,-0.23870648525965543,1.2645280479431313,-0.05774315417493186,0.49564509498834103,0.9702185359062743,0.25,Neutral
2023-01-31,1675123200000,22827.38,23320.0,22714.77,23125.13,264649.34909,0.028064166829669,0.005554922263127,0.0109343503637015,0.0179702861723853,0.0430559510870114,0.0212079245841561,0.0184374746831703,0.0277958563342638,0.0218480265028553,-0.3891606293178647,1.137544765441874,0.01336204276444152,-0.5770403299074767,0.9258255575753516,0.16,Neutral
2023-02-01,1675209600000,23125.13,23812.66,22760.23,23732.66,310790.42271,0.0314435405654269,0.0369834618435864,0.0226238178442144,0.0220849528016211,0.0441594567966689,0.0224368282453334,0.014984767534718,0.0282304001067348,0.0217226285513355,-0.2717960671984251,1.352106497711165,-0.9596817093088209,-0.48879958479047525,0.4827167913638206,0.15384615384615385,Neutral
2023-02-02,1675296000000,23731.41,24255.0,23363.27,23488.94,364177.20751,0.0121144987864681,0.0084544462242774,0.0465367150820383,0.0119545267483165,0.0410510446144706,0.0217924475003936,0.020430924426286,0.0232696107521145,0.019258597114077,-0.578104922922222,1.1469771359707048,0.6194957401291835,-1.303887293874819,1.351275495978513,0.1111111111111111,Neutral
2023-02-03,1675382400000,23489.33,23715.7,23204.62,23431.9,332571.02904,0.105085491653881,0.0155143575149243,0.0124547324771507,0.0210963931829609,0.0402460921127688,0.0216888220849622,0.0191684743481995,0.021000455910871,0.018557270027806598,-0.6455528718059749,1.0782854073790324,0.24072820541307746,-1.5902037655665837,1.0453879614923123,0.03571428571428571,Neutral
2023-02-04,1675468800000,23431.9,23587.78,23253.96,23326.84,166126.47295,0.0150615557390361,0.0237047934948653,0.037469022646716,0.0120550281216006,0.038707693392505,0.0241528000583067,0.0228514369384529,0.01795529482231,0.014554893334198304,-0.7854843895958776,1.5517711845065296,1.2879481650309073,-1.926059122411382,2.0217609256528806,0.034482758620689655,Panic
2023-02-05,1675555200000,23327.66,23433.33,22743.0,22932.91,209251.33917,0.0331403037853305,0.0418654416531656,0.0148846469861988,0.0558908889307834,0.0339244523715196,0.0209675210217591,0.0231296756191156,0.0229529048563302,0.0129569313497605,-1.2381096297383811,0.805943253161116,1.3068035936059261,-1.0794081646219813,1.4173452089182192,0.03333333333333333,Neutral
2023-02-06,1675641600000,22932.91,23158.25,22628.13,22762.52,265371.6069,0.0119643397797213,0.0073661541086039,0.0044467191479876,0.0367319351891031,0.0338391281627904,0.01992051101465,0.0213357149354296,0.0253977158781101,0.013918617148140404,-1.316160778423814,0.5486410427077958,0.7729056135473042,-0.6368397033797536,0.8888215659766473,0.06451612903225806,Neutral
2023-02-07,1675728000000,22762.52,23350.25,22745.78,23240.46,308006.72482,0.0154384230141052,0.0276236702157196,0.022805066391811,0.015136294319321,0.0320354504748527,0.0230731892935918,0.0230315315108738,0.0249928598991009,0.008962261181260898,-1.5118279282721254,1.2203771886850092,1.2894292009786987,-0.65749229830624,1.698700684656709,0.03125,Neutral
2023-02-08,1675814400000,23242.42,23452.0,22665.85,22963.0,280056.30717,0.015253728835402,0.0025753106692718,0.0610537950974199,0.0287872327731747,0.0297226202277063,0.0181577391258325,0.0285215282613318,0.0259503284664657,0.0115648811018738,-1.7872064578197364,0.15901493776572645,2.546195065705961,-0.46209640974985927,1.7467542194623928,0.06060606060606061,Neutral
2023-02-09,1675900800000,22961.85,23011.39,21688.0,21796.35,402894.6955,0.0493153316788569,0.018905978097094,0.024208683010147,0.0038547519537435,0.035037024926619,0.0196508151076635,0.0253318093939187,0.0247932177815267,0.015386209818955495,-0.9606302704128644,0.4829960337548725,1.6452737320146373,-0.6395025284891606,1.4057962155345285,0.17647058823529413,Neutral
2023-02-10,1675987200000,21797.83,21938.16,21451.0,21625.19,338591.94247,0.01829069430399,0.0015857049185796,0.0133155342563743,0.0194349302391855,0.0226377681623489,0.0176610075938999,0.025454781076665,0.024555865932416,0.004976760568449,-2.3634477732986467,0.023893132044575213,1.5720600382218093,-0.6513695911053967,1.0457512343898174,0.02857142857142857,Neutral
2023-02-11,1676073600000,21625.19,21906.32,21599.78,21862.55,177021.58433,0.0549798389930704,0.0423706427967468,0.0269631161570335,0.0238891865080707,0.0283403800557823,0.0203275574941687,0.0239539372924246,0.026246459987626,0.008012822561613602,-1.5021492702660397,0.6114691789039207,1.153525836670071,-0.42128957790192945,1.184332248439271,0.05555555555555555,Neutral
2023-02-12,1676160000000,21862.02,22090.0,21630.0,21783.54,204435.65163,0.0045631788871105,0.0183776963038932,0.0226333112594147,0.0259890060036316,0.0242579336417509,0.0169721653014155,0.0250608893314554,0.0219747624266043,0.0072857683403354,-1.819037136678082,-0.10332660759660015,1.3201338659309327,-1.1580651214550728,0.8072376070735625,0.05405405405405406,Neutral
2023-02-13,1676246400000,21782.37,21894.99,21351.07,21773.97,295730.76791,0.0325538342219563,0.0204208994727802,0.0127134103640855,0.0249806438806747,0.0271992899906416,0.0188371289248693,0.0262418452194694,0.0202960065254002,0.0083621610657723,-1.374192170107525,0.3561967349813309,1.478273899338562,-1.429396008581394,1.2117659748110547,0.10526315789473684,Neutral
2023-02-14,1676332800000,21774.63,22319.08,21532.77,22199.84,361958.40109,0.0380663229099809,0.0226992057958037,0.0085004194215191,0.0319818323662426,0.0304318471186238,0.0181336340077385,0.0241983242237134,0.0227025119606748,0.0122982131108853,-0.9527073313184471,0.20303788654604077,0.9547989562100447,-0.9745184231597795,0.7395068350331271,0.1794871794871795,Neutral
2023-02-15,1676419200000,22199.84,24380.0,22047.28,24324.05,375669.16111,0.0039418148530481,0.0317850708094737,0.0361326386126165,0.0319731628447697,0.028815859406859,0.0223064568849102,0.0206381590115987,0.0231576448280455,0.006509402521948801,-1.0594468599266682,1.1215257257043525,0.0356357262792438,-0.8750534760052159,0.7776263420337433,0.05,Neutral
2023-02-16,1676505600000,24322.87,25250.0,23505.25,23517.72,450080.68366,0.0245876509081426,0.0177419760314781,0.0363938926220725,0.0240959722154608,0.0252833335824712,0.0221401708755365,0.0223789032418737,0.0260492477225765,0.0031431627069346997,-1.3627941984641918,1.017786960793349,0.4315687267331592,-0.4002687185672586,0.9678224828018229,0.024390243902439025,Neutral
2023-02-17,1676592000000,23517.72,25021.11,23339.37,24569.97,496813.21376,0.0141641386823417,0.0069795530525879,0.0253516706485242,0.0246355480047592,0.0246938256365215,0.0229107206089662,0.0240983512978951,0.0267921931176585,0.001783105027555302,-1.3487111334054076,1.1211360134744783,0.8727745338002975,-0.2837755556927777,1.2765252090359724,0.023809523809523808,Neutral
2023-02-18,1676678400000,24568.24,24877.0,24430.0,24631.95,216917.25213,0.0701192839243351,0.003533077678791,0.0152418378362198,0.0171209813710447,0.026856603483845,0.0173624970206868,0.0224238829663503,0.0258253066695119,0.009494106463158198,-1.0381694530652275,-0.1093991849933115,0.32171061000193707,-0.4033343271142938,0.0872721436412957,0.20930232558139536,Neutral
