date,timestamp,open,high,low,close,volume,Euphoria,FUD,Anger,Confusion,Euphoria_SMA7,FUD_SMA7,Anger_SMA7,Confusion_SMA7,Net_Sentiment
2023-01-07 00:00:00+00:00,1673049600000,16950.31,16981.91,16908.0,16943.57,104526.5688,0.06698237241823028,0.009138225361675679,0.01484341462152462,0.03679698989702345,0.07508823325532002,0.017891122078680377,0.02086638781458441,0.03640321463809366,0.05719711117663964
2023-01-08 00:00:00+00:00,1673136000000,16943.83,17176.99,16911.0,17127.83,135155.89695,0.05687072658038227,0.02221903821600786,0.0336099934760568,0.011635626621985728,0.06303711089197649,0.02040876712332123,0.02376184793676133,0.03331950197024564,0.04262834376865526
2023-01-09 00:00:00+00:00,1673222400000,17127.83,17398.8,17104.66,17178.26,266211.52723,0.08200034957687113,0.0311366167981456,0.009899953880934193,0.026543283502299602,0.061620425236660115,0.02224052527060714,0.022128800051316223,0.0338553180279112,0.03937989996605297
2023-01-10 00:00:00+00:00,1673308800000,17179.04,17499.0,17146.34,17440.66,221382.42581,0.00845049347068799,0.01822708874713797,0.03216362138094453,0.0040826735097046155,0.049313093987716196,0.017933482130120776,0.023396324653982576,0.02648247725600019,0.03137961185759542
2023-01-11 00:00:00+00:00,1673395200000,17440.64,18000.0,17315.6,17943.26,262221.60653,0.04124223513075165,0.015192222548163598,0.005381081571492014,0.02055683580553397,0.04410822607384202,0.016430274673796527,0.020963028822318673,0.028579054120338992,0.027677951400045496
2023-01-12 00:00:00+00:00,1673481600000,17943.26,19117.04,17892.05,18846.62,454568.32178,0.029478624886784575,0.024368142840891418,0.010757753666136178,0.008330158870072962,0.046634245263183875,0.018671100728089963,0.021049991850945585,0.020394327242441508,0.027963144535093912
2023-01-13 00:00:00+00:00,1673568000000,18846.62,20000.0,18714.12,19930.01,368615.87823,0.012059549925955513,0.03843547803223065,0.010477401786556541,0.033763077200819634,0.04244062171280906,0.02267383036346468,0.016733317197663557,0.020244092201062852,0.01976679134934438
2023-01-14 00:00:00+00:00,1673654400000,19930.01,21258.0,19888.05,20954.92,393913.74951,0.05389014067071302,0.0038733568264054086,0.005243652800315084,0.04217374098589057,0.04057030289173517,0.0219217062869975,0.015361922651776478,0.02101219949947244,0.018648596604737666
2023-01-15 00:00:00+00:00,1673740800000,20952.76,21050.74,20551.01,20871.5,178542.22549,0.06264192159226994,0.005499831083943664,0.010642546008602897,0.0656883467188284,0.04139475932200483,0.019533248125274044,0.012080858727854494,0.028734016656164246,0.021861511196730785
2023-01-16 00:00:00+00:00,1673827200000,20872.99,21474.05,20611.48,21185.65,293078.08262,0.10574788791285145,0.016816495280272608,0.015039541405227834,0.006884897714977901,0.044787264798573444,0.01748751647986362,0.012815085517039299,0.025925675829404006,0.027299748318709825
2023-01-17 00:00:00+00:00,1673913600000,21185.65,21647.45,20841.31,21134.81,275407.74409,0.06427782701127091,0.006221371035629344,0.01908449382196214,0.007566213129757621,0.052762598161513866,0.0157724139496481,0.010946638722898958,0.02642332434655444,0.03699018421186577
2023-01-18 00:00:00+00:00,1674000000000,21132.29,21650.0,20407.15,20677.47,350916.01949,0.038136243457968955,0.022747541624569996,0.03479096902501619,0.01754010705808464,0.052318885065402054,0.016851745246277586,0.015148051216259553,0.025992363096918818,0.03546713981912447
2023-01-19 00:00:00+00:00,1674086400000,20677.47,21192.0,20659.19,21071.59,251385.84925,0.0071135287522337805,0.0257257399195926,0.016664007928071996,0.061543929026205,0.04912387133189479,0.017045687686092038,0.015991801825107527,0.033594330262080536,0.032078183645802755
2023-01-20 00:00:00+00:00,1674172800000,21071.59,22755.93,20861.28,22667.21,338079.13659,0.05769350802668967,0.0029179686692259034,0.006112355829706403,0.05349948544286836,0.055643008203428254,0.011971757777091361,0.015368223831271793,0.03641381715380178,0.04367125042633689
2023-01-21 00:00:00+00:00,1674259200000,22666.0,23371.8,22422.0,22783.55,346445.48432,0.008970242435680084,0.012879541798732384,0.04207491198867497,0.030687752914976295,0.04922587988413783,0.01325835563028093,0.020629832286751776,0.03477296171509975,0.0359675242538569
2023-01-22 00:00:00+00:00,1674345600000,22783.35,23078.71,22292.37,22707.88,253577.75286,0.011581863979517902,0.00317337857529002,0.006757322752794861,0.03761719676555606,0.04193158593945896,0.012926005271901837,0.020074800393064914,0.03076279743606084,0.029005580667557124
2023-01-23 00:00:00+00:00,1674432000000,22706.02,23180.0,22500.0,22916.45,293588.37938,0.06798484326961135,0.0021840868187912666,0.016284401389323907,0.013219114503772248,0.036536865276138954,0.010835661205975929,0.020252637533650066,0.03166768554874575,0.025701204070163026
2023-01-24 00:00:00+00:00,1674518400000,22917.81,23162.2,22462.93,22632.89,293158.78254,0.039282880826794965,0.0075894587929420795,0.009190779121005663,0.061877389743797986,0.03296615867835667,0.011031102314163464,0.018839249719227714,0.03942642506503723,0.021935056364193208
2023-01-25 00:00:00+00:00,1674604800000,22631.94,23816.73,22300.0,23060.94,346042.83223,0.023719000597823916,0.02838113621534523,0.04679276788338025,0.019043146394324098,0.03090655255547881,0.011835901541417069,0.020553792413279724,0.039641144970214294,0.01907065101406174
2023-01-26 00:00:00+00:00,1674691200000,23060.42,23282.47,22850.01,23009.65,288924.43581,0.033873384061856346,0.012965111438855531,0.008413616841062272,0.04668005223065843,0.034729389028282036,0.010012954615597489,0.019375165115135477,0.037517733999421925,0.02471643441268455
2023-01-27 00:00:00+00:00,1674777600000,23009.65,23500.0,22534.88,23074.16,280833.86315,0.11072015916579397,0.016239735422944504,0.021291883023756442,0.03698047707166547,0.04230462490529693,0.011916064151843002,0.02154366899999977,0.035157875660678656,0.030388560753453926
2023-01-28 00:00:00+00:00,1674864000000,23074.16,23189.0,22878.46,23022.6,148115.71085,0.02583034678088243,0.006456947681453986,0.011688284514942342,0.033371155741527464,0.044713211240325845,0.010998550706517517,0.017202722218037966,0.035541218921614534,0.033714660533808324
2023-01-29 00:00:00+00:00,1674950400000,23021.4,23960.54,22967.76,23742.3,295688.79204,0.06662299093222823,0.06416239490899893,0.012936976221559792,0.020907618692641898,0.052576229376427315,0.019711267325618786,0.01808552985643296,0.03315413633976966,0.03286496205080853
2023-01-30 00:00:00+00:00,1675036800000,23743.37,23800.51,22500.0,22826.15,302405.90121,0.012561609240825973,0.014695224158367593,0.01700444393378949,0.019618258036643924,0.04465862451517226,0.02149857265984398,0.018188393077070895,0.03406829970160847,0.02316005185532828
